959960000,1,T6_ARMOR_LEATHER_SET2@1
689980000,1,T6_HEAD_PLATE_UNDEAD@1
368550000,1,T4_BAG_INSIGHT@1
1389580000,1,T7_BAG
63050000,1,T5_HEAD_PLATE_SET3
1476680000,4,T6_ARMOR_PLATE_SET2
649830000,1,T7_CAPE
